num_queries = 64
blowup_factor = 128
grinding_factor = 0
Trace built in 115.055µs
row |   nonce | current |   stack |    nei0 |    nei1 |   valid |     ret |    call |
376 |     123 |      73 |     105 |      88 |      89 |       1 |       0 |       0 |
377 |     123 |      89 |     105 |      74 |       0 |       1 |       0 |       0 |
378 |     123 |      74 |     105 |      72 |      74 |       1 |       0 |       0 |
379 |     123 |      72 |     105 |      73 |       0 |       1 |       0 |       0 |
380 |     123 |      73 |     105 |      88 |      89 |       1 |       0 |       0 |
381 |     123 |      89 |     105 |      74 |       0 |       1 |       0 |       0 |
382 |     123 |      74 |     105 |      72 |      74 |       1 |       0 |       0 |
383 |     123 |      72 |     105 |      73 |       0 |       1 |       0 |       0 |
384 |     123 |      73 |     105 |      88 |      89 |       1 |       0 |       0 |
385 |     123 |      89 |     105 |      74 |       0 |       1 |       0 |       0 |
386 |     123 |      74 |     105 |      72 |      74 |       1 |       0 |       0 |
387 |     123 |      72 |     105 |      73 |       0 |       1 |       0 |       0 |
388 |     123 |      73 |     105 |      88 |      89 |       1 |       0 |       0 |
389 |     123 |      89 |     105 |      74 |       0 |       1 |       0 |       0 |
390 |     123 |      74 |     105 |      72 |      74 |       1 |       0 |       0 |
391 |     123 |      72 |     105 |      73 |       0 |       1 |       0 |       0 |
392 |     123 |      73 |     105 |      88 |      89 |       1 |       0 |       0 |
393 |     123 |      89 |     105 |      74 |       0 |       1 |       0 |       0 |
394 |     123 |      74 |     105 |      72 |      74 |       1 |       0 |       0 |
395 |     123 |      72 |     105 |      73 |       0 |       1 |       0 |       0 |
396 |     123 |      73 |     105 |      88 |      89 |       1 |       0 |       0 |
397 |     123 |      89 |     105 |      74 |       0 |       1 |       0 |       0 |
398 |     123 |      74 |     105 |      72 |      74 |       1 |       0 |       0 |
399 |     123 |      72 |     105 |      73 |       0 |       1 |       0 |       0 |
400 |     123 |      73 |     105 |      88 |      89 |       1 |       0 |       0 |
401 |     123 |      88 |     105 |      94 |      95 |       1 |       0 |       0 |
402 |     123 |      94 |     105 |      99 |     100 |       1 |       0 |       0 |
403 |     123 |      99 |     105 |     105 |       0 |       1 |       0 |       0 |
404 |     123 |     105 |      38 |     112 |       0 |       1 |       1 |       0 |
405 |     123 |     112 |      38 |      75 |     113 |       1 |       0 |       0 |
406 |     123 |      75 |      38 |      76 |      77 |       1 |       0 |       0 |
407 |     123 |      76 |      38 |      35 |      38 |       1 |       0 |       0 |
408 |     123 |      38 |     114 |     114 |       0 |       1 |       1 |       0 |
409 |     123 |     114 |     130 |     121 |     122 |       1 |       1 |       0 |
410 |     123 |     122 |     121 |      81 |       0 |       1 |       0 |       1 |
411 |     123 |      81 |     121 |      78 |      81 |       1 |       0 |       0 |
412 |     123 |      78 |     121 |      79 |      80 |       1 |       0 |       0 |
413 |     123 |      79 |      80 |      93 |       0 |       1 |       0 |       1 |
414 |     123 |      93 |      80 |      80 |       0 |       1 |       0 |       0 |
415 |     123 |      80 |     121 |     123 |     124 |       1 |       1 |       0 |
416 |     123 |     123 |     121 |     125 |     126 |       1 |       0 |       0 |
417 |     123 |     125 |     121 |     127 |     126 |       1 |       0 |       0 |
418 |     123 |     127 |     121 |     126 |       0 |       1 |       0 |       0 |
419 |     123 |     126 |     121 |     128 |     129 |       1 |       0 |       0 |
420 |     123 |     128 |     121 |     121 |       0 |       1 |       0 |       0 |
421 |     123 |     121 |     130 |     130 |       0 |       1 |       1 |       0 |
422 |     123 |     130 |     138 |       0 |       0 |       1 |       1 |       0 |
423 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
424 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
425 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
426 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
427 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
428 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
429 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
430 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
431 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
432 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
433 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
434 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
435 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
436 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
437 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
438 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
439 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
440 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
441 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
442 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
443 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
444 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
445 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
446 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
447 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
448 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
449 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
450 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
451 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
452 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
453 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
454 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
455 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
456 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
457 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
458 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
459 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
460 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
461 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
462 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
463 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
464 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
465 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
466 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
467 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
468 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
469 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
470 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
471 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
472 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
473 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
474 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
475 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
476 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
477 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
478 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
479 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
480 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
481 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
482 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
483 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
484 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
485 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
486 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
487 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
488 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
489 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
490 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
491 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
492 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
493 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
494 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
495 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
496 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
497 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
498 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
499 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
500 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
501 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
502 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
503 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
504 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
505 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
506 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
507 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
508 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
509 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
510 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
511 |     123 |     130 |     138 |       0 |       0 |       0 |       0 |       0 |
Proving time: 128.470ms
Proof size: 68.65 KiB (70295 bytes)
Valid Proof
 Verification succeeded in 2.340ms
Done. Trace build: 115.055µs | Prove: 128.470ms | Verify: 2.340ms | Proof: 68.65 KiB (70295 bytes)
